order_id,user_id,order_amount,total_items,payment_method,created_at
303,815.00,390.00,3,cash,3/9/17
304,952.00,153.00,1,cash,3/10/17
305,916.00,268.00,2,cash,3/29/17
306,701.00,390.00,3,cash,3/24/17
307,924.00,122.00,1,debit,3/2/17
308,992.00,354.00,2,cash,3/12/17
309,770.00,352.00,1,credit_card,3/11/17
310,704.00,284.00,2,credit_card,3/20/17
311,720.00,181.00,1,debit,3/16/17
312,836.00,310.00,2,debit,3/22/17
313,718.00,459.00,3,cash,3/10/17
314,938.00,420.00,3,credit_card,3/14/17
315,712.00,374.00,2,credit_card,3/25/17
316,865.00,282.00,3,debit,3/17/17
317,880.00,368.00,2,credit_card,3/21/17
318,848.00,292.00,2,cash,3/30/17
319,951.00,258.00,2,debit,3/4/17
320,840.00,156.00,1,cash,3/4/17
321,888.00,260.00,2,debit,3/15/17
322,877.00,296.00,2,credit_card,3/12/17
323,783.00,90.00,1,debit,3/8/17
324,893.00,128.00,1,credit_card,3/5/17
325,887.00,181.00,1,debit,3/19/17
326,779.00,232.00,2,credit_card,3/15/17
327,920.00,201.00,1,debit,3/26/17
328,832.00,128.00,1,credit_card,3/16/17
329,946.00,258.00,2,credit_card,3/26/17
330,763.00,260.00,2,credit_card,3/21/17
331,990.00,290.00,2,cash,3/18/17
332,776.00,322.00,2,cash,3/12/17
333,794.00,441.00,3,credit_card,3/22/17
334,968.00,272.00,2,debit,3/2/17
335,829.00,432.00,3,debit,3/23/17
336,853.00,180.00,2,cash,3/27/17
337,969.00,468.00,3,debit,3/26/17
338,811.00,640.00,4,credit_card,3/10/17
339,892.00,146.00,1,debit,3/17/17
340,893.00,656.00,4,cash,3/15/17
341,826.00,336.00,3,debit,3/17/17
342,735.00,399.00,3,credit_card,3/17/17
343,999.00,266.00,2,cash,3/23/17
344,743.00,136.00,1,credit_card,3/7/17
345,726.00,459.00,3,credit_card,3/3/17
346,818.00,160.00,1,debit,3/5/17
347,758.00,161.00,1,credit_card,3/5/17
348,907.00,158.00,1,credit_card,3/3/17
349,759.00,387.00,3,debit,3/24/17
350,864.00,145.00,1,debit,3/25/17
351,958.00,133.00,1,cash,3/4/17
352,956.00,244.00,2,debit,3/1/17
353,718.00,336.00,2,debit,3/14/17
354,923.00,258.00,2,debit,3/14/17
355,797.00,148.00,1,cash,3/10/17
356,804.00,266.00,2,cash,3/19/17
357,806.00,232.00,2,credit_card,3/28/17
358,790.00,519.00,3,credit_card,3/11/17
359,852.00,232.00,2,debit,3/17/17
360,886.00,284.00,2,credit_card,3/14/17
361,963.00,435.00,3,debit,3/11/17
362,933.00,534.00,3,cash,3/16/17
363,972.00,224.00,2,debit,3/14/17
364,889.00,414.00,3,debit,3/4/17
365,784.00,111.00,1,debit,3/2/17
366,974.00,368.00,2,credit_card,3/8/17
367,803.00,399.00,3,cash,3/26/17
368,917.00,381.00,3,credit_card,3/6/17
369,906.00,180.00,2,cash,3/5/17
370,901.00,164.00,1,credit_card,3/25/17
371,736.00,292.00,2,credit_card,3/18/17
372,986.00,426.00,3,credit_card,3/5/17
373,807.00,133.00,1,credit_card,3/21/17
374,713.00,480.00,3,debit,3/18/17
375,948.00,632.00,4,cash,3/10/17
376,752.00,328.00,2,credit_card,3/28/17
377,986.00,322.00,2,credit_card,3/2/17
378,794.00,148.00,1,cash,3/26/17
379,848.00,328.00,2,debit,3/3/17
380,920.00,147.00,1,credit_card,3/3/17
381,749.00,153.00,1,credit_card,3/9/17
382,828.00,164.00,1,cash,3/10/17
383,867.00,435.00,3,credit_card,3/30/17
384,858.00,459.00,3,cash,3/18/17
385,868.00,368.00,2,debit,3/8/17
386,900.00,272.00,2,debit,3/8/17
387,768.00,153.00,1,cash,3/13/17
388,891.00,164.00,1,debit,3/3/17
389,713.00,316.00,2,cash,3/12/17
390,929.00,468.00,3,credit_card,3/12/17
391,718.00,336.00,3,credit_card,3/20/17
392,862.00,459.00,3,credit_card,3/20/17
393,936.00,272.00,2,credit_card,3/1/17
394,736.00,131.00,1,cash,3/19/17
395,804.00,166.00,1,credit_card,3/28/17
396,989.00,362.00,2,debit,3/21/17
397,949.00,224.00,2,debit,3/29/17
398,786.00,292.00,2,credit_card,3/9/17
399,749.00,438.00,3,cash,3/13/17
400,894.00,495.00,3,credit_card,3/6/17
401,704.00,328.00,2,cash,3/7/17
402,771.00,543.00,3,debit,3/12/17
403,753.00,178.00,1,credit_card,3/13/17
404,951.00,543.00,3,credit_card,3/1/17
405,850.00,368.00,2,credit_card,3/18/17
406,791.00,142.00,1,debit,3/25/17
407,976.00,163.00,1,cash,3/8/17
408,954.00,351.00,3,debit,3/9/17
409,991.00,171.00,1,credit_card,3/9/17
410,904.00,704.00,2,credit_card,3/4/17
411,785.00,202.00,2,cash,3/21/17
412,927.00,153.00,1,credit_card,3/11/17
413,867.00,190.00,1,debit,3/5/17
414,934.00,402.00,3,debit,3/13/17
415,859.00,266.00,2,credit_card,3/28/17
416,879.00,161.00,1,cash,3/12/17
417,991.00,492.00,3,debit,3/11/17
418,723.00,266.00,2,cash,3/3/17
419,838.00,312.00,2,debit,3/5/17
420,873.00,153.00,1,credit_card,3/5/17
421,914.00,132.00,1,debit,3/27/17
422,886.00,486.00,3,debit,3/14/17
423,864.00,356.00,2,debit,3/18/17
424,748.00,332.00,2,debit,3/12/17
425,932.00,543.00,3,debit,3/9/17
426,759.00,142.00,1,debit,3/25/17
427,893.00,508.00,4,debit,3/28/17
428,905.00,195.00,1,debit,3/10/17
429,838.00,292.00,2,debit,3/4/17
430,762.00,266.00,2,debit,3/3/17
431,709.00,508.00,4,cash,3/27/17
432,841.00,266.00,2,credit_card,3/12/17
433,748.00,228.00,2,debit,3/7/17
434,853.00,134.00,1,debit,3/28/17
435,768.00,354.00,2,credit_card,3/19/17
436,869.00,362.00,2,debit,3/21/17
437,976.00,178.00,1,debit,3/27/17
438,770.00,128.00,1,debit,3/8/17
439,835.00,459.00,3,debit,3/15/17
440,972.00,160.00,1,credit_card,3/26/17
441,870.00,332.00,2,debit,3/18/17
442,856.00,399.00,3,credit_card,3/22/17
443,953.00,118.00,1,credit_card,3/30/17
444,938.00,272.00,2,debit,3/6/17
445,787.00,193.00,1,debit,3/21/17
446,732.00,292.00,2,debit,3/2/17
447,957.00,459.00,3,debit,3/9/17
448,789.00,612.00,4,cash,3/9/17
449,848.00,128.00,1,credit_card,3/6/17
450,841.00,320.00,2,credit_card,3/6/17
451,949.00,531.00,3,debit,3/2/17
452,749.00,272.00,2,credit_card,3/24/17
453,779.00,392.00,2,debit,3/16/17
454,920.00,320.00,2,cash,3/30/17
455,944.00,568.00,4,credit_card,3/19/17
456,932.00,408.00,3,cash,3/29/17
457,782.00,352.00,2,debit,3/19/17
458,732.00,256.00,2,credit_card,3/6/17
459,867.00,298.00,2,debit,3/25/17
460,898.00,519.00,3,credit_card,3/1/17
461,748.00,346.00,2,credit_card,3/27/17
462,983.00,154.00,1,credit_card,3/11/17
463,728.00,336.00,2,cash,3/28/17
464,966.00,172.00,1,credit_card,3/30/17
465,835.00,516.00,3,debit,3/28/17
466,952.00,312.00,2,credit_card,3/21/17
467,941.00,224.00,2,credit_card,3/10/17
468,896.00,149.00,1,debit,3/10/17
469,841.00,188.00,2,cash,3/21/17
470,892.00,156.00,1,debit,3/9/17
471,776.00,280.00,2,debit,3/11/17
472,774.00,169.00,1,credit_card,3/23/17
473,914.00,195.00,1,cash,3/9/17
474,966.00,272.00,2,credit_card,3/9/17
475,829.00,390.00,2,debit,3/6/17
476,738.00,171.00,1,debit,3/11/17
477,784.00,163.00,1,debit,3/25/17
478,998.00,144.00,1,credit_card,3/6/17
479,822.00,260.00,2,debit,3/18/17
480,724.00,114.00,1,credit_card,3/4/17
481,757.00,512.00,4,debit,3/25/17
482,889.00,222.00,2,cash,3/18/17
483,947.00,111.00,1,debit,3/21/17
484,989.00,352.00,2,credit_card,3/8/17
485,748.00,534.00,3,debit,3/18/17
486,884.00,504.00,3,debit,3/7/17
487,778.00,176.00,1,cash,3/21/17
488,937.00,178.00,1,credit_card,3/4/17
489,790.00,118.00,1,debit,3/1/17
490,989.00,322.00,2,credit_card,3/26/17
491,936.00,51450.00,2,debit,3/26/17
492,727.00,156.00,1,debit,3/19/17
493,877.00,256.00,2,debit,3/22/17
494,983.00,51450.00,2,cash,3/16/17
495,796.00,308.00,2,credit_card,3/13/17
496,974.00,712.00,4,debit,3/10/17
497,818.00,402.00,2,cash,3/4/17
498,831.00,489.00,3,credit_card,3/29/17
499,827.00,392.00,2,credit_card,3/28/17
500,959.00,256.00,2,debit,3/20/17
501,932.00,520.00,4,credit_card,3/27/17
502,855.00,130.00,1,credit_card,3/18/17
503,786.00,156.00,1,cash,3/28/17
504,764.00,177.00,1,debit,3/25/17
505,989.00,164.00,1,debit,3/20/17
506,970.00,480.00,3,cash,3/18/17
507,896.00,420.00,3,credit_card,3/14/17
508,997.00,163.00,1,debit,3/23/17
509,810.00,160.00,1,debit,3/15/17
510,842.00,169.00,1,cash,3/22/17
511,923.00,116.00,1,debit,3/21/17
512,967.00,51450.00,2,cash,3/9/17
513,798.00,316.00,2,debit,3/23/17
514,881.00,480.00,3,debit,3/7/17
515,858.00,670.00,5,cash,3/11/17
516,762.00,163.00,1,cash,3/20/17
517,946.00,145.00,1,cash,3/21/17
518,759.00,328.00,2,debit,3/8/17
519,827.00,178.00,1,credit_card,3/5/17
520,961.00,312.00,2,debit,3/15/17
521,607.00,704000.00,2000,credit_card,3/2/17
522,716.00,392.00,2,cash,3/23/17
523,761.00,830.00,5,credit_card,3/26/17
524,890.00,561.00,3,credit_card,3/22/17
525,823.00,396.00,3,cash,3/26/17
526,830.00,660.00,4,cash,3/1/17
527,844.00,116.00,1,cash,3/8/17
528,940.00,579.00,3,debit,3/26/17
529,839.00,142.00,1,debit,3/29/17
530,978.00,483.00,3,cash,3/23/17
531,804.00,117.00,1,cash,3/2/17
532,959.00,171.00,1,credit_card,3/17/17
533,996.00,495.00,3,debit,3/3/17
534,821.00,352.00,2,debit,3/13/17
535,989.00,444.00,3,credit_card,3/22/17
536,737.00,236.00,2,credit_card,3/17/17
537,968.00,402.00,3,credit_card,3/18/17
538,997.00,426.00,3,debit,3/18/17
539,895.00,130.00,1,credit_card,3/19/17
540,950.00,312.00,2,debit,3/20/17
541,967.00,177.00,1,credit_card,3/10/17
542,716.00,158.00,1,debit,3/1/17
543,984.00,612.00,4,cash,3/1/17
544,986.00,266.00,2,credit_card,3/30/17
545,724.00,276.00,2,cash,3/11/17
546,734.00,568.00,4,cash,3/21/17
547,713.00,258.00,2,credit_card,3/15/17
548,980.00,158.00,1,cash,3/6/17
549,850.00,644.00,4,debit,3/18/17
550,788.00,336.00,3,cash,3/17/17
551,790.00,117.00,1,debit,3/25/17
552,947.00,258.00,2,credit_card,3/7/17
553,769.00,148.00,1,cash,3/20/17
554,793.00,258.00,2,debit,3/26/17
555,863.00,181.00,1,cash,3/6/17
556,976.00,268.00,2,credit_card,3/9/17
557,947.00,122.00,1,cash,3/30/17
558,920.00,160.00,1,credit_card,3/6/17
559,755.00,579.00,3,debit,3/7/17
560,807.00,462.00,3,debit,3/30/17
561,762.00,386.00,2,credit_card,3/18/17
562,927.00,142.00,1,credit_card,3/2/17
563,883.00,356.00,2,credit_card,3/14/17
564,987.00,459.00,3,cash,3/30/17
565,725.00,710.00,5,debit,3/3/17
566,903.00,352.00,2,cash,3/8/17
567,705.00,354.00,2,cash,3/7/17
568,980.00,531.00,3,credit_card,3/17/17
569,705.00,326.00,2,credit_card,3/5/17
570,957.00,612.00,4,credit_card,3/30/17
571,936.00,114.00,1,cash,3/17/17
572,762.00,328.00,2,debit,3/2/17
573,727.00,588.00,4,debit,3/13/17
574,811.00,138.00,1,cash,3/13/17
575,776.00,129.00,1,debit,3/22/17
576,903.00,352.00,2,debit,3/18/17
577,980.00,561.00,3,cash,3/21/17
578,902.00,306.00,2,debit,3/11/17
579,827.00,176.00,1,credit_card,3/27/17
580,932.00,180.00,2,debit,3/10/17
581,841.00,149.00,1,credit_card,3/22/17
582,799.00,534.00,3,credit_card,3/22/17
583,879.00,272.00,2,cash,3/21/17
584,893.00,459.00,3,cash,3/20/17
585,906.00,160.00,1,cash,3/10/17
586,886.00,486.00,3,debit,3/5/17
587,958.00,588.00,3,cash,3/11/17
588,784.00,459.00,3,credit_card,3/30/17
589,725.00,316.00,2,credit_card,3/9/17
590,826.00,426.00,3,debit,3/4/17
591,967.00,90.00,1,debit,3/28/17
592,774.00,536.00,4,cash,3/27/17
593,722.00,381.00,3,credit_card,3/15/17
594,989.00,266.00,2,credit_card,3/7/17
595,772.00,456.00,4,debit,3/27/17
596,817.00,176.00,1,debit,3/16/17
597,808.00,130.00,1,debit,3/30/17
598,917.00,290.00,2,debit,3/7/17
599,747.00,188.00,2,cash,3/26/17
600,853.00,468.00,3,debit,3/9/17
601,884.00,306.00,2,cash,3/10/17
602,891.00,444.00,3,credit_card,3/20/17
603,862.00,308.00,2,cash,3/11/17
604,899.00,188.00,2,debit,3/19/17
605,712.00,260.00,2,debit,3/13/17
606,744.00,316.00,2,cash,3/20/17
607,718.00,332.00,2,credit_card,3/26/17
608,898.00,148.00,1,debit,3/29/17
609,884.00,393.00,3,credit_card,3/1/17
610,799.00,146.00,1,debit,3/29/17
611,944.00,173.00,1,credit_card,3/14/17
612,838.00,130.00,1,debit,3/9/17
613,879.00,129.00,1,cash,3/7/17
614,751.00,656.00,4,debit,3/11/17
615,806.00,444.00,3,cash,3/26/17
616,710.00,112.00,1,cash,3/3/17
617,968.00,338.00,2,cash,3/21/17
618,760.00,51450.00,2,cash,3/18/17
619,718.00,326.00,2,cash,3/8/17
620,849.00,178.00,1,debit,3/28/17
621,803.00,380.00,2,debit,3/2/17
622,859.00,158.00,1,debit,3/15/17
623,851.00,489.00,3,credit_card,3/4/17
624,897.00,118.00,1,cash,3/5/17
625,896.00,519.00,3,cash,3/22/17
626,983.00,148.00,1,debit,3/20/17
627,836.00,495.00,3,cash,3/23/17
628,768.00,148.00,1,debit,3/25/17
629,880.00,268.00,2,credit_card,3/10/17
630,974.00,328.00,2,cash,3/15/17
631,969.00,173.00,1,credit_card,3/17/17
632,866.00,156.00,1,credit_card,3/21/17
633,824.00,144.00,1,credit_card,3/7/17
634,721.00,579.00,3,debit,3/8/17
635,800.00,127.00,1,debit,3/27/17
636,904.00,312.00,2,cash,3/20/17
637,700.00,178.00,1,credit_card,3/19/17
638,856.00,129.00,1,debit,3/6/17
639,756.00,195.00,1,debit,3/20/17
640,792.00,516.00,4,debit,3/5/17
641,739.00,468.00,3,cash,3/20/17
